accession	study	object_status	bioproject_accession	biosample_accession	sample_name	filename	filename2	title	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype
SRR13739550	SRP307019	new	PRJNA695570	SAMN17618615	C0735_1F_1A	C0735-1F-1A_pair1.fastq.gz	C0735-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 735, timepoint 1	C0735_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739549	SRP307019	new	PRJNA695570	SAMN17618616	M0659_2F_1A	M0659-2F-1A_pair1.fastq.gz	M0659-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 659, timepoint 2	M0659_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739548	SRP307019	new	PRJNA695570	SAMN17618617	C0429_4F_1A	C0429-4F-1A_pair1.fastq.gz	C0429-4F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 429, timepoint 4	C0429_4F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739546	SRP307019	new	PRJNA695570	SAMN17618618	C0693_1F_1A	C0693-1F-1A_pair1.fastq.gz	C0693-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 693, timepoint 1	C0693_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739545	SRP307019	new	PRJNA695570	SAMN17618619	M0756_1F_1A	M0756-1F-1A_pair1.fastq.gz	M0756-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 756, timepoint 1	M0756_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739544	SRP307019	new	PRJNA695570	SAMN17618620	C0720_1F_1A	C0720-1F-1A_pair1.fastq.gz	C0720-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 720, timepoint 1	C0720_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739543	SRP307019	new	PRJNA695570	SAMN17618621	C0725_1F_1A	C0725-1F-1A_pair1.fastq.gz	C0725-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 725, timepoint 1	C0725_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739542	SRP307019	new	PRJNA695570	SAMN17618622	M0749_1F_1A	M0749-1F-1A_pair1.fastq.gz	M0749-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 749, timepoint 1	M0749_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739541	SRP307019	new	PRJNA695570	SAMN17618623	M0754_1F_1A	M0754-1F-1A_pair1.fastq.gz	M0754-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 754, timepoint 1	M0754_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739984	SRP307019	new	PRJNA695570	SAMN17618624	C0690_1F_1A	C0690-1F-1A_pair1.fastq.gz	C0690-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 690, timepoint 1	C0690_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739983	SRP307019	new	PRJNA695570	SAMN17618625	M0652_3F_1A	M0652-3F-1A_pair1.fastq.gz	M0652-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 652, timepoint 3	M0652_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739982	SRP307019	new	PRJNA695570	SAMN17618626	M0757_1F_1A	M0757-1F-1A_pair1.fastq.gz	M0757-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 757, timepoint 1	M0757_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739981	SRP307019	new	PRJNA695570	SAMN17618627	M0644_3F_1A	M0644-3F-1A_pair1.fastq.gz	M0644-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 644, timepoint 3	M0644_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739979	SRP307019	new	PRJNA695570	SAMN17618628	M0706_2F_1A	M0706-2F-1A_pair1.fastq.gz	M0706-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 706, timepoint 2	M0706_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739978	SRP307019	new	PRJNA695570	SAMN17618629	M0753_1F_1A	M0753-1F-1A_pair1.fastq.gz	M0753-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 753, timepoint 1	M0753_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739977	SRP307019	new	PRJNA695570	SAMN17618630	M0766_1F_1A	M0766-1F-1A_pair1.fastq.gz	M0766-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 766, timepoint 1	M0766_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739976	SRP307019	new	PRJNA695570	SAMN17618631	M0774_1F_1A	M0774-1F-1A_pair1.fastq.gz	M0774-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 774, timepoint 1	M0774_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739975	SRP307019	new	PRJNA695570	SAMN17618632	C0767_1F_1A	C0767-1F-1A_pair1.fastq.gz	C0767-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 767, timepoint 1	C0767_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739974	SRP307019	new	PRJNA695570	SAMN17618633	C0047_7F_1A	C0047-7F-1A_pair1.fastq.gz	C0047-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 47, timepoint 7	C0047_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739973	SRP307019	new	PRJNA695570	SAMN17618634	M0765_1F_1A	M0765-1F-1A_pair1.fastq.gz	M0765-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 765, timepoint 1	M0765_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739972	SRP307019	new	PRJNA695570	SAMN17618635	M0662_3F_1A	M0662-3F-1A_pair1.fastq.gz	M0662-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 662, timepoint 3	M0662_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739971	SRP307019	new	PRJNA695570	SAMN17618636	M0742_2F_1A	M0742-2F-1A_pair1.fastq.gz	M0742-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 742, timepoint 2	M0742_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739970	SRP307019	new	PRJNA695570	SAMN17618637	C0066_7F_1A	C0066-7F-1A_pair1.fastq.gz	C0066-7F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 66, timepoint 7	C0066_7F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739968	SRP307019	new	PRJNA695570	SAMN17618638	M0653_2F_1A	M0653-2F-1A_pair1.fastq.gz	M0653-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 653, timepoint 2	M0653_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739967	SRP307019	new	PRJNA695570	SAMN17618639	M0713_2F_1A	M0713-2F-1A_pair1.fastq.gz	M0713-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 713, timepoint 2	M0713_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739966	SRP307019	new	PRJNA695570	SAMN17618640	C0743_1F_1A	C0743-1F-1A_pair1.fastq.gz	C0743-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 743, timepoint 1	C0743_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739965	SRP307019	new	PRJNA695570	SAMN17618641	C0724_1F_1A	C0724-1F-1A_pair1.fastq.gz	C0724-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 724, timepoint 1	C0724_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739964	SRP307019	new	PRJNA695570	SAMN17618642	M0745_2F_1A	M0745-2F-1A_pair1.fastq.gz	M0745-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 745, timepoint 2	M0745_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739963	SRP307019	new	PRJNA695570	SAMN17618643	M0711_2F_1A	M0711-2F-1A_pair1.fastq.gz	M0711-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 711, timepoint 2	M0711_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739962	SRP307019	new	PRJNA695570	SAMN17618644	M0792_1F_1A	M0792-1F-1A_pair1.fastq.gz	M0792-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 792, timepoint 1	M0792_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739961	SRP307019	new	PRJNA695570	SAMN17618645	M0791_1F_1A	M0791-1F-1A_pair1.fastq.gz	M0791-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 791, timepoint 1	M0791_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739960	SRP307019	new	PRJNA695570	SAMN17618646	M0656_3F_1A	M0656-3F-1A_pair1.fastq.gz	M0656-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 656, timepoint 3	M0656_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739959	SRP307019	new	PRJNA695570	SAMN17618647	M0703_2F_1A	M0703-2F-1A_pair1.fastq.gz	M0703-2F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 703, timepoint 2	M0703_2F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739957	SRP307019	new	PRJNA695570	SAMN17618648	C0789_1F_1A	C0789-1F-1A_pair1.fastq.gz	C0789-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 789, timepoint 1	C0789_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739956	SRP307019	new	PRJNA695570	SAMN17618649	C0788_1F_1A	C0788-1F-1A_pair1.fastq.gz	C0788-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 788, timepoint 1	C0788_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739955	SRP307019	new	PRJNA695570	SAMN17618650	M0790_1F_1A	M0790-1F-1A_pair1.fastq.gz	M0790-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 790, timepoint 1	M0790_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739954	SRP307019	new	PRJNA695570	SAMN17618651	M0700_3F_1A	M0700-3F-1A_pair1.fastq.gz	M0700-3F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 700, timepoint 3	M0700_3F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739953	SRP307019	new	PRJNA695570	SAMN17618652	C0784_1F_1A	C0784-1F-1A_pair1.fastq.gz	C0784-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 784, timepoint 1	C0784_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
SRR13739952	SRP307019	new	PRJNA695570	SAMN17618653	C0785_1F_1A	C0785-1F-1A_pair1.fastq.gz	C0785-1F-1A_pair2.fastq.gz	Shotgun metagenomic sequence of stool sample: subject 785, timepoint 1	C0785_1F_1A-mgx	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	NextSeq 550	Libraries were prepared with Illumina Nextera Flex Kit for MiSeq and NextSeq from 1 ng of each sample. Samples were then pooled onto a plate and sequenced on the Illumina NextSeq 550 platform using 150+150 bp paired-end high output chemistry	fastq
